"8469466","189","Ales Hemsky","EDM","R","69","10","26","36","-13","43","1","0","1","0","137","7.3","17:36","22.4","33.3"
"8474056","190","P.K. Subban","MTL","D","81","7","29","36","+9","119","5","0","0","0","205","3.4","24:18","29.9","0.0"
"8467353","191","Nik Antropov","WPG","C","69","15","20","35","+0","42","4","0","0","0","95","15.8","16:30","20.6","43.4"
"8474569","192","Colin Wilson","NSH","C","68","15","20","35","+5","21","5","0","5","1","114","13.2","16:07","20.5","50.6"
"8464989","193","Matt Cullen","MIN","C","73","14","21","35","-10","24","4","0","0","0","164","8.5","18:56","25.5","53.2"
"8470604","194","Jeff Carter","CBJ, LAK","C","55","21","13","34","-12","16","10","0","2","0","184","11.4","19:11","23.9","50.8"
"8470171","195","Maxime Talbot","PHI","C","81","19","15","34","+5","59","1","2","2","0","115","16.5","15:59","21.5","44.4"
"8469462","196","Tuomo Ruutu","CAR","C","72","18","16","34","-3","50","3","0","2","1","156","11.5","16:27","23.4","35.5"
"8459429","197","Jason Arnott","STL","C","72","17","17","34","+13","26","6","0","3","0","142","12.0","14:05","20.7","50.3"
"8474589","198","Tyler Ennis","BUF","C","48","15","19","34","+11","14","2","0","1","0","82","18.3","16:09","19.7","45.9"
"8467423","199","Shawn Horcoff","EDM","C","81","13","21","34","-23","24","5","0","0","0","123","10.6","19:35","25.2","49.4"
"8457063","200","Nicklas Lidstrom","DET","D","70","11","23","34","+21","28","4","0","0","0","148","7.4","23:46","27.9","0.0"
"8471273","201","Brandon Dubinsky","NYR","C","77","10","24","34","+16","110","0","1","1","0","140","7.1","16:16","20.8","51.9"
"8470607","202","Brent Seabrook","CHI","D","78","9","25","34","+21","22","2","0","3","0","156","5.8","24:43","30.7","0.0"
"8471691","203","Martin Hanzal","PHX","C","64","8","26","34","+12","63","3","0","2","0","145","5.5","18:26","22.5","52.0"
"8471426","204","Troy Brouwer","WSH","R","82","18","15","33","-15","61","3","0","5","0","133","13.5","17:10","22.6","45.8"
"8471323","205","Ryan Jones","EDM","L","79","17","16","33","-7","42","3","2","2","0","137","12.4","15:25","21.8","20.0"
"8474520","206","Jason Garrison","FLA","D","77","16","17","33","+6","32","9","0","3","0","168","9.5","23:41","28.9","50.0"
"8467412","207","Alexei Ponikarovsky","CAR, NJD","L","82","14","19","33","-3","34","4","0","2","0","156","9.0","14:44","21.2","33.3"
"8466149","208","Daniel Cleary","DET","R","75","12","21","33","+2","30","2","0","0","0","199","6.0","15:58","22.0","41.2"
"8471311","209","Tyler Kennedy","PIT","C","60","11","22","33","+10","29","0","0","1","0","195","5.6","14:22","18.0","47.2"
"8470828","210","Tobias Enstrom","WPG","D","62","6","27","33","+6","38","2","0","1","0","94","6.4","23:50","26.5","0.0"
"8473546","211","Michael Grabner","NYI","R","78","20","12","32","-18","12","1","1","3","0","174","11.5","15:32","20.6","60.0"
"8469812","212","Chad LaRose","CAR","R","67","19","13","32","-15","48","3","1","5","0","199","9.5","16:45","23.2","41.9"
"8474091","213","Brandon Sutter","CAR","C","82","17","15","32","-3","21","2","3","0","0","171","9.9","17:23","26.1","50.5"
"8470596","214","Nathan Horton","BOS","R","46","17","15","32","+0","54","6","0","3","0","90","18.9","15:55","19.5","66.7"
"8471678","215","Benoit Pouliot","BOS","L","74","16","16","32","+18","38","1","0","5","0","107","15.0","12:12","16.8","44.4"
"8475171","216","Oliver Ekman-Larsson","PHX","D","82","13","19","32","+0","32","2","1","2","0","147","8.8","22:06","26.2","0.0"
"8474573","217","Josh Bailey","NYI","C","80","13","19","32","-10","32","1","3","1","0","104","12.5","15:13","19.1","43.9"
"8468518","218","Tomas Kopecky","FLA","R","80","10","22","32","-8","32","2","0","2","0","143","7.0","17:16","24.4","52.6"
"8474590","219","John Carlson","WSH","D","82","9","23","32","-15","22","4","0","0","0","152","5.9","21:51","27.2","0.0"
"8474151","220","Ryan McDonagh","NYR","D","82","7","25","32","+25","44","0","0","1","1","123","5.7","24:44","28.3","50.0"
"8470273","221","Ian White","DET","D","77","7","25","32","+23","22","0","0","0","0","196","3.6","22:58","27.0","0.0"
"8471348","222","Nikita Nikitin","STL, CBJ","D","61","7","25","32","-10","18","3","0","3","0","103","6.8","23:11","27.9","0.0"
"8462225","223","Filip Kuba","OTT","D","73","6","26","32","+26","26","3","0","2","1","78","7.7","23:36","29.0","0.0"
"8469555","224","Christian Ehrhoff","BUF","D","66","5","27","32","-2","47","1","0","3","0","136","3.7","23:03","25.6","0.0"
"8467463","225","Mikael Samuelsson","VAN, FLA","R","54","14","17","31","+1","20","7","0","1","0","138","10.1","15:56","21.6","36.4"
"8465200","226","Tomas Kaberle","CAR, MTL","D","72","3","28","31","-18","12","1","0","0","0","87","3.4","17:43","21.9","0.0"
